Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
11,18,0.5493,84.05,11950.0,0.006962,1.0,AAGAB AGFG1 AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 C10orf88 CCDC32 CLTC DNM2 FCHO2 ITSN2 PICALM RAB5C SH3GL1 SYNJ1 TFRC,clathrin-dependent endocytosis|endocytosis|receptor-mediated endocytosis|presynaptic endocytosis|synaptic vesicle endocytosis,2.76e-21|9.548e-20|1.154e-17|5.663e-17|5.663e-17,4.353e-17|7.53e-16|6.069e-14|2.233e-13|1.787e-13,363.4|30.18|53.73|193.8|193.8
12,5,0.636,6.36,3417.0,0.001853,0.996692,AAR2 CD2BP2 DDX23 NCDN USPL1,"spliceosomal tri-snRNP complex assembly|ribonucleoprotein complex assembly|ribonucleoprotein complex subunit organization|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",4.943e-06|7.986e-06|8.887e-06|3.144e-05|3.144e-05,0.07796|0.06298|0.04673|0.124|0.09919,633.7|65.04|62.73|40.92|40.92
13,15,0.544,57.12,12660.0,0.004481000000000001,0.999999,AARD C8orf76 COL14A1 ENPP2 FBXO32 GNPNAT1 KLHL38 MTSS1 NETO2 NOV RNF139 SLC22A4 SLC30A8 TRMT12 ZHX2,nephron tubule epithelial cell differentiation|smooth muscle cell proliferation|epithelial cell proliferation|regulation of kainate selective glutamate receptor activity|negative regulation of sensory perception of pain,0.002472|0.002472|0.002511|0.003295|0.003295,1|1|1|1|1,605.7|605.7|27.22|403.8|403.8
14,11,0.6055,33.3,7834.0,0.004221,0.999969,AARS CDT1 CENPT CFDP1 EXOSC6 GINS3 NIP7 SF3B3 SLC7A6OS TANGO6 UTP4,kinetochore organization|DNA replication initiation|nuclear DNA replication|cell cycle DNA replication|ribosome biogenesis,4.43e-05|0.0002075|0.0003696|0.0003821|0.0004696,0.6988|1|1|1|1,216.8|95.79|71.02|69.81|18.61
15,95,0.4887,2182.0,65980.0,0.03192,1.0,AARS2 DAP3 EARS2 FARS2 GADD45GIP1 GATB GATC GFM1 HARS2 KIAA0391 LARS2 LRPPRC MARS2 MRPL10 MRPL11 MRPL12 MRPL13 MRPL14 MRPL15 MRPL16 MRPL17 MRPL18 MRPL19 MRPL2 MRPL20 MRPL21 MRPL22 MRPL23 MRPL28 MRPL3 MRPL30 MRPL32 MRPL33 MRPL34 MRPL35 MRPL37 MRPL38 MRPL39 MRPL4 MRPL40 MRPL41 MRPL43 MRPL44 MRPL45 MRPL46 MRPL47 MRPL48 MRPL49 MRPL53 MRPL54 MRPL55 MRPL57 MRPS10 MRPS11 MRPS12 MRPS14 MRPS16 MRPS18A MRPS18B MRPS18C MRPS2 MRPS21 MRPS22 MRPS23 MRPS24 MRPS25 MRPS26 MRPS35 MRPS5 MRPS6 MRPS7 MRPS9 MTG2 MTPAP NARS2 PNPT1 POLG POLG2 POLRMT PTCD1 PTCD3 QRSL1 RARS2 RPUSD4 SARS2 SLC25A26 SSBP1 SUPV3L1 TARS2 TFAM TFB2M TRMT10C TRUB2 TWNK VARS2,mitochondrial gene expression|mitochondrial translation|mitochondrial translational elongation|translation|mitochondrial translational termination,1.953e-146|1.505e-134|1.041e-117|1.404e-116|4.389e-115,3.081e-142|1.187e-130|5.476e-114|5.535e-113|1.385e-111,120.1|138.2|152.8|43.78|148.8
16,8,0.6115,17.12,5308.0,0.003206,0.9996790000000001,ACACA ACLY CHP1 FASN GPAT4 SLC25A1 TMEM120B VKORC1L1,acyl-CoA metabolic process|thioester metabolic process|fatty-acyl-CoA biosynthetic process|purine nucleoside bisphosphate metabolic process|ribonucleoside bisphosphate metabolic process,3.34e-10|3.34e-10|8.735e-10|1.545e-09|1.545e-09,5.269e-06|2.634e-06|4.593e-06|6.094e-06|4.875e-06,118|118|295.3|86.03|86.03
17,11,0.609,33.49,7523.0,0.004419,0.999969,AATF CDC6 DHX8 PSMB3 PSMD11 PSMD3 RPL19 RPL23 RPL23A RPL27 ZNF830,negative regulation of G2/M transition of mitotic cell cycle|negative regulation of cell cycle G2/M phase transition|cellular macromolecule biosynthetic process|macromolecule biosynthetic process|negative regulation of cell cycle process,1.215e-09|2.041e-09|6.776e-09|8.407e-09|8.469e-09,1.916e-05|1.61e-05|3.563e-05|3.315e-05|2.672e-05,96.51|86.68|10.18|9.935|33.53
18,6,0.6,9.001,5009.0,0.001789,0.998474,AATK BAIAP2 PYCR1 RAC3 RFNG SLC25A10,"positive regulation of cell morphogenesis involved in differentiation|regulation of cell morphogenesis involved in differentiation|modification of synaptic structure, modulating synaptic transmission|regulation of cell shape|brain development",0.0003165|0.0004631|0.0006794|0.001152|0.001495,1|1|1|1|1,74.48|61.29|2942|38.46|11.85
19,11,0.5914,32.53,8813.0,0.003668,0.999969,ABCA2 AK8 DPP7 ENTPD2 FAM69B GLT6D1 LCN10 LCN15 LCN6 LCN8 TUBB4B,nucleoside diphosphate metabolic process|negative regulation of cholesterol esterification|negative regulation of intracellular cholesterol transport|negative regulation of intracellular sterol transport|negative regulation of intracellular lipid transport,0.000924|0.001067|0.001601|0.001601|0.001601,1|1|1|1|1,44.58|1872|936.1|936.1|936.1
20,4,0.6156,3.694,3006.0,0.001224,0.9929309999999999,ABCA3 FLI1 KCNJ1 KCNJ5,potassium ion import across plasma membrane|inorganic ion import across plasma membrane|inorganic cation import across plasma membrane|import across plasma membrane|potassium ion transmembrane transport,2.668e-05|0.0001004|0.0001004|0.0002574|0.0003561,0.4209|0.7921|0.528|1|1,245.2|124.1|124.1|76.85|65.17
21,11,0.6181,33.99,7721.0,0.004371,0.999969,ALG14 BCAS2 CDC7 DDX20 DNTTIP2 HEATR3 PRPF38B RNPC3 RPAP2 RPL5 WDR3,"nucleic acid metabolic process|RNA processing|RNA metabolic process|nucleobase-containing compound metabolic process|mRNA splicing, via spliceosome",2.349e-06|3.142e-06|4.301e-06|1.059e-05|1.449e-05,0.03705|0.02478|0.02261|0.04175|0.04573,6.711|12.17|8.196|5.509|24.8
22,5,0.6123,6.122999999999999,4022.0,0.001517,0.996692,ABCA8 CSH2 INSRR LIMD2 METTL2B,cellular response to alkaline pH|response to alkaline pH|cellular response to peptide hormone stimulus|sphingomyelin biosynthetic process|cellular response to peptide,0.000728|0.0009706|0.001742|0.00194|0.002568,1|1|1|1|1,2060|1373|30.07|588.4|24.66
23,5,0.6197,6.197,3865.0,0.0015970000000000001,0.996692,ABCB1 RAET1G ULBP1 ULBP2 ULBP3,natural killer cell mediated cytotoxicity|natural killer cell mediated immunity|leukocyte mediated cytotoxicity|cell killing|lymphocyte mediated immunity,1.364e-11|1.825e-11|8.214e-11|6.224e-09|1.19e-07,2.151e-07|1.439e-07|4.319e-07|2.454e-05|0.0003755,686.5|633.7|422.5|137.3|64.87
24,6,0.6614,9.921,4837.0,0.002042,0.998474,ABCB11 BBS5 CRYGA CRYGB CRYGC CRYGD,visual perception|sensory perception of light stimulus|lens development in camera-type eye|camera-type eye development|sensory perception,8.078e-10|8.841e-10|3.143e-09|8.574e-07|1.376e-06,1.274e-05|6.973e-06|1.653e-05|0.003381|0.004342,79.46|78.01|180.7|43.18|17.64
25,4,0.6088,3.653,3124.0,0.001165,0.9929309999999999,ABCB4 HOMER1 NOVA1 PIP,response to fenofibrate|phospholipase C-activating G protein-coupled glutamate receptor signaling pathway|tissue homeostasis|cellular response to bile acid|response to bile acid,0.0004854|0.000728|0.001214|0.001456|0.001456,1|1|1|1|1,4119|2060|36.13|823.8|823.8
26,21,0.5273,110.7,16930.0,0.006483,1.0,ABCB5 ADCYAP1R1 AEBP1 AGR2 AGR3 DBNL DPY19L1 GHRHR HOXA5 HOXA6 HOXA7 HOXA9 INMT KIAA0895 MTURN MYO1G NME8 NPY PHKG1 PRR15 ZNF713,embryonic skeletal system morphogenesis|embryonic skeletal system development|lung goblet cell differentiation|lobar bronchus epithelium development|lobar bronchus development,2.7e-06|7.345e-06|9.864e-06|1.479e-05|2.069e-05,0.04259|0.05793|0.05187|0.05831|0.06527,41.73|32.15|653.8|490.4|392.3
27,57,0.4429,706.8,43790.0,0.01584,1.0,ABCC6 ACSM1 ACSM2B ACSM3 ACSM5 AHSP BCKDK BFAR C16orf45 C16orf92 CA5A CCDC189 CLN3 DCTPP1 DOC2A FAM57B HIRIP3 HS3ST2 HSD3B7 ITGAD ITGAL ITGAM ITGAX LAT METTL22 MPV17L MYH11 NFATC2IP NOMO1 NOMO2 NPIPA5 NPIPB6 PDZD9 PKD1 PLA2G10 PYCARD SBK1 SCNN1B SCNN1G SEPT1 STX1B SULT1A1 SULT1A2 SYT17 TBX6 TMC7 USP31 VKORC1 YPEL3 ZG16 ZNF688 ZNF689 ZNF747 ZNF764 ZNF771 ZNF785 ZNF843,integrin-mediated signaling pathway|purine nucleoside bisphosphate metabolic process|ribonucleoside bisphosphate metabolic process|nucleoside bisphosphate metabolic process|long-chain fatty acid metabolic process,4.155e-07|2.283e-06|2.283e-06|2.283e-06|2.44e-05,0.006554|0.01801|0.012|0.009003|0.07697,22.12|16.3|16.3|16.3|15.05
28,4,0.6771,4.063,3409.0,0.001188,0.9929309999999999,ABCC10 HLA-DPA1 HLA-DPB1 ZNF76,positive regulation of interferon-gamma production|interferon-gamma-mediated signaling pathway|antigen processing and presentation of exogenous peptide antigen via MHC class II|antigen processing and presentation of peptide antigen via MHC class II|positive regulation of T cell proliferation,6.606e-05|7.603e-05|0.0001419|0.0001476|0.0001476,1|0.5997|0.7462|0.582|0.4656,153.7|143|104|102|102
29,48,0.4291,484.1,38930.0,0.01225,1.0,ABCC11 ABCC12 ADGRG5 AGRP C16orf78 CA7 CES1 CES2 CES3 CES4A CES5A CETP CHST5 CLEC18A CLEC18B CLEC18C CMTM1 CPNE2 CTRB1 DPEP2 DRC7 DUS2 GLG1 HP HSD11B2 IRX5 IRX6 LCAT LDHD MMP15 MT1A MT1F MT1H MT4 MTSS1L NLRC5 NRN1L PARD6A PDP2 PDPR PLA2G15 PLLP SHCBP1 TEPP TMED6 ZDHHC1 ZNF19 ZNF23,detoxification of copper ion|stress response to copper ion|detoxification of inorganic compound|stress response to metal ion|cellular response to zinc ion,1.208e-09|1.208e-09|1.99e-09|2.509e-09|8.323e-09,1.905e-05|9.525e-06|1.046e-05|9.894e-06|2.626e-05,131.3|131.3|116.8|110.6|84.06
30,4,0.6199,3.72,3343.0,0.001109,0.9929309999999999,ABCD2 ARL8B FOXI1 SLC8B1,calcium export from the mitochondrion|long-chain fatty acid import into peroxisome|very long-chain fatty acid catabolic process|regulation of cardiac muscle cell membrane potential|positive regulation of unsaturated fatty acid biosynthetic process,0.0005825|0.0009706|0.001359|0.001553|0.001941,1|1|1|1|1,2574|1287|858.1|735.5|572.1
31,28,0.541,204.5,15920.0,0.01264,1.0,ADSL ADSS ATIC CAD CTPS1 DHFR DHFR2 DHODH FPGS GART GMPS IMPDH2 MTHFD1 MTR NAMPT PAICS PFAS PGM3 PPAT PPCDC RFK RPIA SDHB TFRC TKT TYMS UMPS UXS1,nucleotide biosynthetic process|nucleoside phosphate biosynthetic process|nucleoside monophosphate biosynthetic process|nucleobase-containing small molecule metabolic process|ribonucleoside monophosphate biosynthetic process,1.161e-28|1.469e-28|2.772e-28|1.399e-27|5.47e-27,1.832e-24|1.159e-24|1.458e-24|5.519e-24|1.726e-23,51.78|51.11|198.6|26.61|231.8
32,14,0.6061,55.16,9789.0,0.005587,0.9999969999999999,ABCE1 COPB2 EIF2S1 NEDD8 PSMA1 PSMA2 PSMA4 PSMA5 PSMA6 SMU1 SNRPD1 SNU13 SRP54 VCP,proteasomal ubiquitin-independent protein catabolic process|protein deubiquitination|positive regulation of canonical Wnt signaling pathway|protein modification by small protein removal|regulation of cellular amino acid metabolic process,7.758e-12|5.259e-10|7.183e-10|7.876e-10|1.143e-09,1.224e-07|4.147e-06|3.777e-06|3.106e-06|3.606e-06,312|34.57|56.04|32.58|105.6
33,14,0.5894,53.63,9760.0,0.00545,0.9999969999999999,ABCF1 DHX16 EXOC2 MRPS18B NOL7 NUP153 PAK1IP1 PPP1R10 PRPF4B RIOK1 RPP40 SNRNP48 TUBB4B WDR46,gene expression|maturation of SSU-rRNA|RNA processing|ribosomal small subunit biogenesis|ribosome biogenesis,2.109e-06|5.73e-06|1.815e-05|1.842e-05|6.105e-05,0.03326|0.04519|0.09545|0.07265|0.1926,6.057|88.26|9.563|58.84|17.72
34,5,0.6547,6.547000000000001,3595.0,0.001813,0.996692,ABCF2 DRG1 HSPA14 TRMT2A ZC3H15,cytoplasmic translation|'de novo' cotranslational protein folding|peripheral nervous system myelin maintenance|myelin maintenance|regulation of mitotic spindle assembly,0.0002861|0.001019|0.003054|0.005763|0.006777,1|1|1|1|1,78.46|1471|367.8|183.9|154.8
35,6,0.6926,10.39,4443.0,0.002327,0.998474,ABCF3 NFIA NFIB NFIC NFIX PTGES3,DNA replication|cellular macromolecule biosynthetic process|macromolecule biosynthetic process|positive regulation of macromolecule biosynthetic process|positive regulation of nucleobase-containing compound metabolic process,4.563e-07|1.891e-05|2.133e-05|3.296e-05|3.641e-05,0.007198|0.1492|0.1122|0.13|0.1149,50.66|10.37|10.12|9.262|9.076
36,12,0.5961,39.34,8053.0,0.004848,0.999986,ABCG1 BUB3 CNIH4 DUX4 HSPE1 OR2A25 RPL12 RPL17 RPL37 RPL4 RPLP2 RPS13,SRP-dependent cotranslational protein targeting to membrane|cotranslational protein targeting to membrane|protein targeting to ER|establishment of protein localization to endoplasmic reticulum|viral transcription,2.114e-11|2.832e-11|4.888e-11|5.999e-11|6.307e-11,3.334e-07|2.234e-07|2.57e-07|2.366e-07|1.99e-07,99.01|94.11|85.63|82.66|81.94
37,15,0.4707,49.42,11270.0,0.0043549999999999995,0.999999,ADAMTSL5 CCDC73 CYBC1 DDC DEF8 FDX1 KCNK13 NAT8L RPH3A SELE SLC5A12 TNFRSF19 TRAK1 UCKL1 WNT8A,polarity specification of proximal/distal axis|phytoalexin metabolic process|canonical Wnt signaling pathway involved in neural crest cell differentiation|polarity specification of anterior/posterior axis|establishment of animal organ orientation,0.002182|0.002182|0.002182|0.002182|0.002182,1|1|1|1|1,686.5|686.5|686.5|686.5|686.5
38,12,0.609,40.19,9239.0,0.00432,0.999986,ANO1 BBS1 FGF19 FGF4 FOLR2 GSTP1 MRGPRD MRGPRF MYEOV P2RY6 POLD4 TBX10,regulation of ERK1 and ERK2 cascade|cellular response to endogenous stimulus|response to endogenous stimulus|positive regulation of ERK1 and ERK2 cascade|cellular response to organonitrogen compound,1.861e-05|2.08e-05|6.871e-05|0.0002085|0.0002831,0.2935|0.164|0.3613|0.8222|0.8932,23.59|8.986|7.272|25.12|11.62
39,17,0.6038,82.12,12970.0,0.0062759999999999995,1.0,ABHD11 ASL CASTOR3 CLDN3 CYP3A5 GNAT3 GUSB SPDYE1 TRIM50 TYW1 ZNF138 ZNF273 ZNF479 ZNF679 ZNF727 ZNF736 ZNF92,arginine biosynthetic process via ornithine|'de novo' AMP biosynthetic process|alkaloid catabolic process|cellular response to L-arginine|glucuronoside catabolic process,0.002618|0.003489|0.003489|0.003489|0.004359,1|1|1|1|1,572.1|381.4|381.4|381.4|286
40,22,0.5583,129.0,17220.0,0.007415000000000001,1.0,ABHD12 ACSS1 APMAP BFSP1 CST1 CST11 CST2 CST3 CST4 CST5 CST7 CST8 CST9 CST9L CSTL1 GGTLC1 NANP NAPB NINL PCSK2 THBD ZNF337,negative regulation of endopeptidase activity|negative regulation of peptidase activity|negative regulation of proteolysis|regulation of endopeptidase activity|regulation of peptidase activity,5.455e-16|8.343e-16|2.014e-14|1.863e-13|3.677e-13,8.605e-12|6.58e-12|1.059e-10|7.347e-10|1.16e-09,42.03|40.38|29.93|24.29|22.78
41,22,0.4701,108.6,17290.0,0.006226,1.0,ABHD14A ABHD14B CACNA2D2 CAMP CCR9 DNAH1 GLYCTK GNAT1 HYAL1 IQCF1 IQCF2 IQCF3 IQCF5 ITIH3 ITIH4 KRBOX1 MUSTN1 NISCH NT5DC2 SEMA3G TLR9 ZNF502,hyaluronan metabolic process|mucopolysaccharide metabolic process|glycosaminoglycan metabolic process|aminoglycan metabolic process|positive regulation of interleukin-8 production,8.452e-06|0.0002553|0.0006608|0.0008492|0.002093,0.1333|1|1|1|1,81.4|24.64|17.67|16.18|30.35
42,4,0.6585,3.951,3084.0,0.001276,0.9929309999999999,ABHD16A HSPA1L LY6G6F MSH5,prostaglandin catabolic process|prostanoid catabolic process|phosphatidylserine catabolic process|meiotic mismatch repair|monoacylglycerol catabolic process,0.0005825|0.0005825|0.0009706|0.001165|0.001553,1|1|1|1|1,2574|2574|1287|1030|735.5
43,21,0.4699,98.68,16030.0,0.006104,1.0,BICDL2 C16orf90 CLDN6 CLDN9 CLUAP1 CORO7 GLIS2 HAGH HMOX2 OR1F1 OR2C1 PAQR4 PRSS21 PRSS27 PRSS33 SEPT12 TPSAB1 ZNF213 ZNF263 ZNF500 ZSCAN10,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules|bicellular tight junction assembly|tight junction assembly|tight junction organization|regulation of transcription from RNA polymerase II promoter involved in kidney development,0.0002468|0.001688|0.001801|0.001918|0.002036,1|1|1|1|1,93.4|33.82|32.69|31.64|980.7
44,16,0.5555,66.66,12890.0,0.0051329999999999995,0.999999,ABHD3 B4GALT6 CELF4 CHST9 CTIF DSC1 DSG1 DSG3 DSG4 HRH4 KIAA1328 MAPRE2 SERPINB7 TPGS2 ZNF396 ZNF397,cornification|homophilic cell adhesion via plasma membrane adhesion molecules|keratinization|cell-cell adhesion via plasma-membrane adhesion molecules|keratinocyte differentiation,1.703e-06|7.702e-06|2.474e-05|4.179e-05|4.765e-05,0.02686|0.06074|0.1301|0.1648|0.1503,45.56|30.83|22.78|19.88|19.21
45,4,0.6429,3.8569999999999998,3167.0,0.001213,0.9929309999999999,ABHD4 CSF2 FBXL15 OR10Q1,response to silicon dioxide|positive regulation of interleukin-23 production|neutrophil differentiation|histamine secretion|regulation of interleukin-23 production,0.0007766|0.001165|0.001165|0.001553|0.001747,1|1|1|1|1,1716|1030|1030|735.5|643.6
46,5,0.6044,6.044,3864.0,0.001558,0.996692,ABHD5 AVPR1A BLCAP MARCH6 TMX1,positive regulation of lipase activity|regulation of lipase activity|positive regulation of lipid metabolic process|regulation of lipid localization|maternal aggressive behavior,0.0001299|0.0002311|0.0005614|0.0007545|0.0009706,1|1|1|1|1,112.8|84.06|53.49|46.02|1373
47,4,0.6167,3.7,3441.0,0.001072,0.9929309999999999,ABI2 MTSS1 PPP1R27 TMEM86B,nephron tubule epithelial cell differentiation|zonula adherens assembly|epithelial cell proliferation involved in renal tubule morphogenesis|microspike assembly|lens fiber cell morphogenesis,0.0005825|0.0005825|0.0009706|0.0009706|0.001165,1|1|1|1|1,2574|2574|1287|1287|1030
48,8,0.6005,16.81,5500.0,0.003039,0.9996790000000001,ABL1 BCR GAB2 LMO2 MYB PTPN1 QRFP SOS1,regulation of hematopoietic progenitor cell differentiation|platelet-derived growth factor receptor signaling pathway|transmembrane receptor protein tyrosine kinase signaling pathway|enzyme linked receptor protein signaling pathway|regulation of hematopoietic stem cell differentiation,2.805e-08|3.221e-07|5.489e-07|2.842e-06|2.884e-06,0.0004424|0.00254|0.002886|0.01121|0.009097,114.4|220.7|24.8|17.73|103
49,12,0.582,38.41,9130.0,0.0041789999999999996,0.999986,ANO1 CPT1A FGF19 FGF4 GAL IGHMBP2 MRGPRD MRGPRF MYEOV POLD4 TESMIN ZNF20,regulation of hormone secretion|fibroblast growth factor receptor signaling pathway|feeding behavior|positive regulation of large conductance calcium-activated potassium channel activity|positive regulation of timing of catagen,0.0009898|0.001626|0.001665|0.002182|0.002182,1|1|1|1|1,14.92|33.9|33.49|686.5|686.5
50,7,0.6065,12.74,5666.0,0.002238,0.9992989999999999,ABR ALOX15 ALOX15B FAM57A OR3A1 P2RX5 TNFSF12,lipoxin A4 biosynthetic process|lipoxin A4 metabolic process|lipoxin biosynthetic process|lipoxin metabolic process|hepoxilin biosynthetic process,9.891e-07|1.483e-06|3.558e-06|4.447e-06|5.435e-06,0.0156|0.0117|0.01871|0.01754|0.01715,1961|1471|840.6|735.5|653.8
51,4,0.6436,3.861,3265.0,0.001179,0.9929309999999999,ABTB1 GALK1 ST3GAL6 UNC119,galactitol metabolic process|glycolytic process from galactose|negative regulation of caveolin-mediated endocytosis|glycolytic process through glucose-1-phosphate|hexitol metabolic process,0.0003883|0.0003883|0.0005825|0.0005825|0.0007766,1|1|1|1|1,5149|5149|2574|2574|1716
52,16,0.9543,114.5,10220.0,0.01105,0.999999,ACBD5 ACOX1 HSD17B4 PEX1 PEX10 PEX12 PEX13 PEX16 PEX19 PEX2 PEX26 PEX3 PEX5 PEX6 PEX7 SCP2,protein targeting to peroxisome|establishment of protein localization to peroxisome|protein localization to peroxisome|peroxisomal transport|peroxisome organization,1.993e-36|1.993e-36|1.993e-36|2.386e-36|7.979e-36,3.143e-32|1.572e-32|1.048e-32|9.409e-33|2.517e-32,228.8|228.8|228.8|226|208
