Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members,Top GO Terms,Top GO Term p-values,Top GO FDRs,Top GO Term Fold Enrichments
11,10,0.4013,18.06,7829.0,0.0022949999999999997,0.999933,AADACL2 ARGFX C6orf48 HLA-DMB MSH5 SAYSD1 STK19 TAP1 TAP2 TNXB,antigen processing and presentation of endogenous peptide antigen via MHC class I|antigen processing and presentation of endogenous peptide antigen|antigen processing and presentation of endogenous antigen|antigen processing and presentation of peptide antigen|antigen processing and presentation,9.343e-08|1.262e-07|2.988e-07|1.627e-06|2.86e-06,0.001474|0.000995|0.001571|0.006417|0.009023,363.4|325.2|237.6|42.68|36.94
12,10,0.409,18.41,8205.0,0.0022329999999999997,0.999933,AADACL3 C11orf52 C1QB C1orf123 HTR6 MTFR1L NBL1 PLA2G5 PQLC2 WDTC1,positive regulation of phagosome maturation|positive regulation of antifungal innate immune response|positive regulation of opsonization|positive regulation of immune complex clearance by monocytes and macrophages|regulation of antifungal innate immune response,0.0007765|0.0007765|0.001164|0.001164|0.001164,1|1|1|1|1,2574|2574|1287|1287|1287
13,26,0.6754,219.5,17550.0,0.012320000000000001,1.0,ACTR2 ACTR3 ARPC2 ARPC3 ARPC4 CCDC93 COMMD10 COMMD2 COMMD3 COMMD4 COMMD5 COMMD6 COMMD7 COMMD8 COMMD9 LZIC RAB21 RAB7A SNX17 VPS26C VPS29 VPS35 VPS35L WASHC3 WASHC4 WASHC5,"retrograde transport, endosome to plasma membrane|vesicle-mediated transport|endosomal transport|vesicle-mediated transport to the plasma membrane|Arp2/3 complex-mediated actin nucleation",1.376e-14|6.052e-12|9.556e-12|1.583e-11|1.106e-10,2.171e-10|4.773e-08|5.024e-08|6.243e-08|3.49e-07,198|6.877|30.6|66.01|198
14,23,0.3823,96.72,18060.0,0.005313,1.0,AAED1 AKAP2 AMBP C9orf3 C9orf47 C9orf84 FAM206A FBP1 FBP2 GNA14 KIF12 MUSK NUTM2G OR1J1 OR1J4 OR1L1 OR1L8 OR1N2 PALM2 TXNDC8 ZNF484 ZNF510 ZNF782,"sucrose biosynthetic process|sucrose metabolic process|disaccharide biosynthetic process|fructose 1,6-bisphosphate metabolic process|detection of chemical stimulus involved in sensory perception of smell",5.922e-06|9.864e-06|2.069e-05|5.405e-05|7.081e-05,0.09342|0.0778|0.1088|0.2132|0.2234,980.7|653.8|392.3|217.9|11.12
15,23,0.4391,111.1,15000.0,0.0073290000000000004,1.0,AAGAB AGFG1 ANKH AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 C10orf88 CCDC32 CLTC DNM2 FCHO2 ITSN2 PICALM PPP6C RAB5C RALGAPB SH3GL1 SLC11A2 STEAP3 TFRC WDR7,clathrin-dependent endocytosis|receptor-mediated endocytosis|receptor metabolic process|endocytosis|low-density lipoprotein particle receptor catabolic process,5.597e-20|6.208e-16|1.64e-15|2.136e-15|5.569e-15,8.829e-16|4.896e-12|8.625e-12|8.422e-12|1.757e-11,280.8|41.52|80.24|21.65|561.7
16,12,0.4172,27.54,8399.0,0.003259,0.999986,ATXN10 EIF3D PES1 RANGAP1 RPL3 RRP7A SF3A1 TFIP11 THOC5 TOMM22 TUBGCP6 ZMAT5,ribonucleoprotein complex subunit organization|RNA processing|ribonucleoprotein complex assembly|ribonucleoprotein complex biogenesis|gene expression,6.451e-08|2.42e-07|3.554e-06|4.192e-06|5.441e-06,0.001018|0.001909|0.01868|0.01653|0.01716,43.56|13.02|36.13|18.45|6.281
17,6,0.4054,6.081,5006.0,0.00121,0.998474,AAMDC AQP8 CCPG1 CDC20B CFAP126 SGTB,regulation of Rho guanyl-nucleotide exchange factor activity|positive regulation of chaperone-mediated protein folding|positive regulation of anaphase-promoting complex-dependent catabolic process|regulation of anaphase-promoting complex-dependent catabolic process|positive regulation of protein folding,0.0008735|0.0008735|0.001165|0.001165|0.001456,1|1|1|1|1,1716|1716|1144|1144|858.1
18,6,0.456,6.84,4031.0,0.001689,0.998474,AAMP CHMP7 LEMD2 NUP35 PDE2A ZNF574,mitotic nuclear envelope reassembly|mitotic nuclear membrane organization|nuclear envelope reassembly|nuclear membrane organization|nuclear envelope organization,3.386e-07|3.386e-07|3.993e-07|4.909e-07|1.392e-06,0.005341|0.00267|0.002099|0.001936|0.004392,201.9|201.9|190.7|177.5|124.1
19,9,0.4048,14.57,7630.0,0.001902,0.9998530000000001,AANAT EBPL GPR142 MCRIP1 MIF4GD NT5C RHBDF2 SNED1 SSTR2,IMP catabolic process|dGMP catabolic process|dGMP metabolic process|melatonin biosynthetic process|melatonin metabolic process,0.0008734|0.00131|0.00131|0.00131|0.00131,1|1|1|1|1,2288|1144|1144|1144|1144
20,11,0.4057,22.31,7048.0,0.003146,0.999969,AAR2 CD2BP2 DDX23 EAF1 GEMIN4 ICE2 INTS14 NCDN PHAX TOE1 USPL1,RNA metabolic process|gene expression|nucleic acid metabolic process|nucleobase-containing compound metabolic process|heterocycle metabolic process,8.395e-11|1.844e-09|2.265e-09|1.584e-08|3.027e-08,1.324e-06|1.454e-05|1.191e-05|6.246e-05|9.55e-05,11.71|8.565|8.388|6.886|6.447
21,28,0.3305,124.9,22800.0,0.005436,1.0,AARD C8orf76 COL14A1 COLEC10 DCDC2 ENPP2 FAM83A FAM84B FBXO32 GNPNAT1 GSDMC HSD17B4 KLHL38 MTBP MTSS1 NETO2 NOV PLXNC1 PMP2 RNF139 RRM2B SLC22A4 SLC30A8 SYBU TRMT12 WDYHV1 WISP1 ZHX2,semaphorin-plexin signaling pathway involved in axon guidance|semaphorin-plexin signaling pathway involved in neuron projection guidance|chemotaxis|taxis|semaphorin-plexin signaling pathway,0.0001475|0.0001982|0.0009332|0.0009561|0.001441,1|1|1|1|1,129.1|109.3|6.503|6.468|37.38
22,24,0.3945,108.9,17030.0,0.006337,1.0,AARS CDT1 CENPT CFDP1 CIAO2B CIAPIN1 COG4 EXOSC6 GINS2 GINS3 KARS MPHOSPH6 NIP7 NOB1 NUP93 NUTF2 ORC6 PSMD7 RPL13 SF3B3 SLC7A6OS TANGO6 UTP4 ZC3H18,cellular component biogenesis|ribosome biogenesis|DNA-dependent DNA replication|ncRNA processing|rRNA processing,1.159e-07|1.481e-06|2.327e-06|6.597e-06|9.403e-06,0.001829|0.01168|0.01223|0.02602|0.02967,4.641|16.18|23.08|12.44|17.22
23,120,0.3983,2844.0,83510.0,0.03285,1.0,AARS2 AURKAIP1 DAP3 DDX28 EARS2 ERAL1 FARS2 GADD45GIP1 GATB GATC GFM1 GFM2 GTPBP10 HARS2 KIAA0391 LARS2 LRPPRC MALSU1 MARS2 MIPEP MRM3 MRPL10 MRPL11 MRPL12 MRPL13 MRPL14 MRPL15 MRPL16 MRPL17 MRPL18 MRPL19 MRPL2 MRPL20 MRPL21 MRPL22 MRPL23 MRPL27 MRPL28 MRPL3 MRPL30 MRPL32 MRPL33 MRPL34 MRPL35 MRPL36 MRPL37 MRPL38 MRPL39 MRPL4 MRPL40 MRPL41 MRPL42 MRPL43 MRPL44 MRPL45 MRPL46 MRPL47 MRPL48 MRPL49 MRPL50 MRPL51 MRPL53 MRPL54 MRPL55 MRPL57 MRPL9 MRPS10 MRPS11 MRPS12 MRPS14 MRPS16 MRPS17 MRPS18A MRPS18B MRPS18C MRPS2 MRPS21 MRPS22 MRPS23 MRPS24 MRPS25 MRPS26 MRPS27 MRPS28 MRPS30 MRPS31 MRPS33 MRPS35 MRPS5 MRPS6 MRPS7 MRPS9 MTERF3 MTG1 MTG2 MTPAP NARS2 NGRN NSUN4 PNPT1 POLG POLG2 POLRMT PTCD1 PTCD3 QRSL1 RARS2 RPUSD4 SARS2 SLC25A26 SSBP1 SUPV3L1 TARS2 TFAM TFB1M TFB2M TRMT10C TRUB2 TWNK VARS2,mitochondrial gene expression|mitochondrial translation|mitochondrial translational elongation|mitochondrial translational termination|translational termination,3.195e-168|1.528e-155|6.959e-138|1.295e-137|1.559e-135,5.04e-164|1.205e-151|3.659e-134|5.108e-134|4.918e-132,114.6|132.3|147.7|146.1|134
24,5,0.4425,4.425,3813.0,0.0011560000000000001,0.996692,AARSD1 CALCA GLTPD2 IGSF22 PDZD3,artery vasodilation involved in baroreceptor response to increased systemic arterial blood pressure|baroreceptor response to increased systemic arterial blood pressure|regulation of systemic arterial blood pressure by carotid sinus baroreceptor feedback|alanyl-tRNA aminoacylation|calcitonin gene-related peptide receptor signaling pathway,0.0004854|0.000728|0.000728|0.0009706|0.0009706,1|1|1|1|1,4119|2060|2060|1373|1373
25,6,0.4164,6.245,4848.0,0.001283,0.998474,AASDH CDK20 CNR1 COBL MMD2 TSPAN33,"amino acid activation for nonribosomal peptide biosynthetic process|positive regulation of neuron projection development|collateral sprouting in absence of injury|induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration|trans-synaptic signaling by endocannabinoid, modulating synaptic transmission",0.0005824|0.0008701|0.0008735|0.001165|0.001165,1|1|1|1|1,3432|43.73|1716|1144|1144
26,13,0.4247,33.13,8544.0,0.003851,0.999993,ACACA ACLY CHP1 FASN GPAT4 GPI HK2 PFKP PGP SLC25A1 TMEM120B VDAC1 VKORC1L1,purine ribonucleotide metabolic process|ribonucleotide metabolic process|purine nucleotide metabolic process|ribose phosphate metabolic process|purine-containing compound metabolic process,1.905e-11|2.941e-11|3.082e-11|3.706e-11|4.956e-11,3.005e-07|2.319e-07|1.62e-07|1.461e-07|1.564e-07,34.98|33.08|32.89|32.12|30.94
27,23,0.4006,101.3,15690.0,0.0064,1.0,AATF CDC6 DHX8 PSMB3 PSMD11 PSMD3 RPL11 RPL14 RPL17 RPL18 RPL18A RPL19 RPL23 RPL23A RPL27 RPL37 RPL4 RPL7 RPL9 RPLP2 RPS15A RPS6 ZNF830,SRP-dependent cotranslational protein targeting to membrane|cotranslational protein targeting to membrane|protein targeting to ER|establishment of protein localization to endoplasmic reticulum|viral transcription,4.464e-32|9.428e-32|3.813e-31|6.454e-31|7.342e-31,7.042e-28|7.436e-28|2.005e-27|2.545e-27|2.316e-27,149.2|141.9|129.1|124.6|123.5
28,12,0.4081,26.94,9724.0,0.0027559999999999998,0.999986,AATK BAIAP2 CSNK1D DCXR LRRC45 MAFG PYCR1 RAC3 RFNG SLC25A10 SLC38A10 TEPSIN,"regulation of epidermal cell differentiation|regulation of epidermis development|positive regulation of cell morphogenesis involved in differentiation|modification of synaptic structure, modulating synaptic transmission|positive regulation of cell differentiation",0.000702|0.0008659|0.001157|0.001261|0.001402,1|1|1|1|1,51.94|46.6|40.11|1584|7.663
29,28,0.3291,124.4,21870.0,0.005642,1.0,AKAP2 ALDH1A1 C9orf16 C9orf84 CERCAM CIZ1 FAM129B GBGT1 KIF12 NTMT1 OR1J1 OR1J2 OR1J4 OR1L1 OR1L8 OR1N2 OR1Q1 PALM2 PIP5KL1 PTBP3 RABEPK SH2D3C TOR1B TXNDC8 UCK1 USP20 ZBTB6 ZNF483,detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus|sensory perception of chemical stimulus,1.003e-06|1.482e-06|1.897e-06|3.026e-06|3.866e-06,0.01582|0.01169|0.009977|0.01193|0.0122,12.57|11.85|11.41|10.62|10.23
30,7,0.4064,8.533999999999999,5752.0,0.001478,0.9992989999999999,ABCA10 ASPSCR1 EPHB4 GRID1 LAPTM5 NGFR ZNF609,activation of cysteine-type endopeptidase activity involved in apoptotic process|induction of programmed cell death|ion transport|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of odontogenesis of dentin-containing tooth,0.0004172|0.0006794|0.0008819|0.0009416|0.001019,1|1|1|1|1,64.66|2942|5.106|42.64|1471
31,5,0.4243,4.243,3861.0,0.0010949999999999998,0.996692,ABCA12 CSRP2 JAG1 JAG2 NRARP,regulation of Notch signaling pathway|Notch signaling pathway|tissue development|inner ear auditory receptor cell differentiation|epidermal cell differentiation,1.43e-06|1.96e-06|4.24e-06|2.331e-05|3.595e-05,0.02256|0.01546|0.02229|0.09192|0.1134,116.6|104.7|11.89|274.6|39.1
32,6,0.4024,6.0360000000000005,4718.0,0.001275,0.998474,ABCA13 APOA5 CAPN12 PI16 PRAM1 TMEM136,positive regulation of very-low-density lipoprotein particle remodeling|regulation of neutrophil degranulation|regulation of very-low-density lipoprotein particle remodeling|positive regulation of lipoprotein lipase activity|regulation of intestinal lipid absorption,0.001019|0.002376|0.002376|0.003393|0.003393,1|1|1|1|1,1471|490.4|490.4|326.9|326.9
33,29,0.3266,132.6,23580.0,0.0055780000000000005,1.0,ABCA2 AK8 ARRDC1 ASB6 C9orf43 CERCAM CIZ1 DBH DPP7 ENTPD2 ENTR1 FAM69B GLT6D1 LCN10 LCN15 LCN6 LCN8 MYMK NPDC1 NTMT1 PHPT1 RNF224 SARDH STKLD1 TOR1B TUBB4B UAP1L1 USP20 ZNF79,amine catabolic process|cellular biogenic amine catabolic process|cellular response to stimulus|N-terminal peptidyl-proline methylation|N-terminal peptidyl-serine methylation,0.001042|0.001042|0.002244|0.00281|0.00281,1|1|1|1|1,44.39|44.39|0.2098|710.2|710.2
34,14,0.4117,37.46,10510.0,0.003542,0.9999969999999999,ADAMTS15 ADAMTS8 CCDC153 FLI1 FXYD6 KCNJ1 KCNJ5 NTM NXPE4 OR10G9 OR4D5 OR6M1 OR6X1 TMEM136,system process|detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus,0.0001725|0.0001808|0.0002266|0.0002614|0.0003426,1|1|1|1|1,5.048|13.34|12.57|12.11|11.27
35,19,0.4035,69.0,13250.0,0.005166,1.0,ALG14 ATP5PB BCAS2 CDC7 DDX20 DNTTIP2 GLMN HEATR3 PRPF38B PSMA5 RABGGTB RNPC3 RPAP2 RPF1 RPL5 SARS SASS6 WARS2 WDR3,RNA metabolic process|nucleobase-containing compound metabolic process|RNA processing|nucleic acid metabolic process|heterocycle metabolic process,7.282e-07|1.279e-06|1.302e-06|1.627e-06|2.608e-06,0.01149|0.01009|0.006848|0.006415|0.008229,6.44|4.545|8.925|5.075|4.255
36,5,0.4367,4.367,3983.0,0.001093,0.996692,ABCA5 GRM1 HOGA1 MND1 PLXNB2,oxalate metabolic process|glyoxylate catabolic process|4-hydroxyproline metabolic process|4-hydroxyproline catabolic process|pyruvate biosynthetic process,0.0004854|0.0009706|0.001213|0.001213|0.001698,1|1|1|1|1,4119|1373|1030|1030|686.5
37,38,0.3331,234.2,27640.0,0.008378,1.0,ACCS ACCSL ALX4 ANO3 BDNF CAT CHRM4 COMMD9 CRY2 EHF ELF5 F2 FBXO3 HARBI1 KCNC1 LARGE2 LIN7C MAPK8IP1 MRGPRX1 MRGPRX3 MYBPC3 OR4A47 OR4A5 OR4B1 OR4C12 OR4C13 OR4C3 OR4C46 OR4S1 OR4X1 PAMR1 PDHX PTPRJ RAPSN SAA2 SLC1A2 TP53I11 TRIM49B,detection of stimulus|detection of chemical stimulus involved in sensory perception of smell|sensory perception of smell|detection of chemical stimulus involved in sensory perception|detection of chemical stimulus,1.19e-07|1.942e-07|3.172e-07|4.328e-07|7.775e-07,0.001878|0.001532|0.001668|0.001707|0.002453,7.696|10.25|9.66|9.302|8.661
38,67,0.3777,835.1,52050.0,0.01575,1.0,CBR1 CBR3 CHODL CLDN14 CLDN17 CLDN8 COL6A1 COL6A2 CRYZL1 DNAJC28 FAM243A HUNK IFNAR2 IFNGR2 IL10RB ITSN1 KCNJ6 KRTAP10-11 KRTAP10-3 KRTAP10-6 KRTAP10-8 KRTAP10-9 KRTAP11-1 KRTAP12-1 KRTAP12-2 KRTAP12-3 KRTAP12-4 KRTAP13-1 KRTAP13-2 KRTAP13-3 KRTAP13-4 KRTAP15-1 KRTAP19-1 KRTAP19-2 KRTAP19-3 KRTAP19-4 KRTAP19-5 KRTAP19-6 KRTAP19-7 KRTAP19-8 KRTAP20-1 KRTAP20-2 KRTAP21-1 KRTAP21-2 KRTAP22-1 KRTAP23-1 KRTAP24-1 KRTAP27-1 KRTAP6-1 KRTAP6-2 KRTAP8-1 MAP3K7CL MRAP MX2 OLIG1 OLIG2 PCBP3 RIPPLY3 SIM2 SON TCP10L TIAM1 TMEM50B TMPRSS2 TMPRSS3 TRPM2 UBASH3A,keratinization|keratinocyte differentiation|epidermal cell differentiation|skin development|epidermis development,5.251e-47|1.106e-44|2.026e-42|9.215e-40|1.394e-38,8.283e-43|8.72e-41|1.065e-38|3.634e-36|4.398e-35,45.56|38.42|32.59|26.89|24.69
39,26,0.4056,131.8,20620.0,0.006336,1.0,ABCA8 ACSF2 CSH2 CSHL1 EPX GDPD1 GH2 HOXB5 HOXB9 LIMD2 LPO METTL2B MIF4GD MKS1 MPO MYCBPAP NME1 NME2 OR4D1 OR4D2 PLEKHM1 PRR29 RSAD1 SCPEP1 SEPT4 STRADA,response to growth hormone|growth hormone receptor signaling pathway|cellular response to growth hormone stimulus|hydrogen peroxide catabolic process|positive regulation of receptor signaling pathway via JAK-STAT,1.585e-07|3.099e-06|3.539e-06|8.614e-06|1.704e-05,0.002499|0.02444|0.01861|0.03397|0.05377,90.53|118.8|113.2|81.94|64.23
40,7,0.4119,8.649,5746.0,0.0014990000000000001,0.9992989999999999,ABCA9 ADD2 ATP11A C19orf81 CRLF3 DLEC1 TMC3,aminophospholipid translocation|aminophospholipid transport|lipid transport|leukocyte tethering or rolling|transmembrane transport,0.002715|0.003393|0.006231|0.007114|0.00716,1|1|1|1|1,420.3|326.9|16.17|147.1|6.832
41,18,0.357,54.62,14150.0,0.003836,1.0,C6orf203 ENPP1 ENPP3 FUCA2 GABRR1 PHACTR2 PTPRK RAET1G RAET1L TAAR2 TAAR6 TAAR8 TCF21 ULBP1 ULBP2 ULBP3 VNN2 WISP3,natural killer cell mediated cytotoxicity|natural killer cell mediated immunity|leukocyte mediated cytotoxicity|cell killing|natural killer cell activation,6.403e-09|8.562e-09|3.83e-08|2.795e-06|1.398e-05,0.000101|6.753e-05|0.0002014|0.01102|0.04411,201.9|186.4|124.3|40.38|66.08
42,44,0.2921,276.3,33810.0,0.008086,1.0,ABCB10 ADAL APBA2 ARHGAP11A ARHGAP11B BMF BNIP2 C15orf53 CHRFAM7A CHRNA7 DEXI DMXL2 DUOXA1 DUOXA2 EPB42 GABRA5 GOLGA8H GOLGA8M GOLGA8R HCN2 LPCAT4 MYO5A MYO5C NIPA1 NIPA2 OCA2 PLA2G4D PLA2G4E PLA2G4F PLEKHO2 PPIB RPUSD2 SCG5 SNURF SQOR STRC TGM5 TGM7 TMCO5A TMOD2 TRIM69 TYRO3 UBE2Q2L WHAMM,phosphatidylserine acyl-chain remodeling|phosphatidylethanolamine acyl-chain remodeling|phosphatidylcholine acyl-chain remodeling|phosphatidylserine metabolic process|phosphatidylinositol acyl-chain remodeling,2.845e-07|5.183e-07|8.715e-07|1.701e-06|1.253e-05,0.004488|0.004087|0.004582|0.006708|0.03953,83.21|70.41|61.02|50.85|76.28
43,11,0.4114,22.62,9116.0,0.00247,0.999969,ABCB11 BBS5 CASP10 CPO CRYGA CRYGB CRYGC CRYGD CXCR2 SLC11A1 TFPI,lens development in camera-type eye|visual perception|sensory perception of light stimulus|camera-type eye development|eye development,1.466e-07|1.627e-07|1.779e-07|3.742e-05|6.43e-05,0.002312|0.001283|0.0009351|0.1476|0.2029,83.38|36.67|36.01|19.93|17.31
